Date,open,high,low,close,adj close,volume
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.75163650512695,73234000
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,46.00285339355469,67644400
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.62484359741211,86553600
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.64876174926758,86440400
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,45.17982864379883,246876800
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,45.15591049194336,73939600
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.426204681396484,134314000
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.6199951171875,82514800
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.37117385864258,102847600
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,44.241981506347656,108801600
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.58404541015625,126652400
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,44.12474822998047,98276800
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,44.060142517089844,101141200
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.38074493408203,69460800
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,44.28744125366211,90950800
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.782684326171875,70925200
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,44.00273895263672,55819200
2018-07-05,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.3568229675293,66416800
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,44.9716911315918,69940800
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.596126556396484,79026400
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.54110336303711,63756400
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,44.95016860961914,75326000
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.703800201416016,72164400
2018-07-13,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,45.775569915771484,50055600
2018-07-16,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,45.67508316040039,60172400
2018-07-17,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,45.80427169799805,62138000
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,45.553062438964844,65573600
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.90715789794922,81147200
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.8018798828125,82704800
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.842552185058594,63957600
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.17512130737305,74791600
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.61054992675781,66839600
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.4646110534668,76304000
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.691829681396484,96096000
2018-07-30,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.43584442138672,84118000
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.5267448425293,157492000
2018-08-01,49.782501220703125,50.439998626708984,49.32749938964844,50.375,48.208736419677734,271742800
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.61791229248047,249616000
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.76145935058594,133789600
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,50.019859313964844,101701600
2018-08-07,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.55091857910156,102349600
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.584415435791016,90102000
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,49.97439956665039,93970400
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.82554626464844,98444800
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,50.14726257324219,103563600
2018-08-14,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.358543395996094,82992000
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.4761848449707,115230400
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.21565246582031,114001600
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.238426208496094,141708000
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.72944641113281,121150800
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.628604888916016,104639200
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.631011962890625,76072400
2018-08-23,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,51.73664855957031,75532800
2018-08-24,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,51.89751434326172,73905600
2018-08-27,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,52.32486343383789,82100400
2018-08-28,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,52.74740982055664,91107200
2018-08-29,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,53.53490447998047,109019200
2018-08-30,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,54.02709197998047,195175200
2018-08-31,56.627498626708984,57.217498779296875,56.5,56.907501220703125,54.65132141113281,173360400
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.82658004760742,109560400
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,54.46885299682617,133332000
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.5637092590332,137160000
2018-09-07,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,53.13155746459961,150479200
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.41850662231445,158066000
2018-09-11,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,53.7437858581543,142996000
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,53.07633972167969,197114800
2018-09-13,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,54.3584098815918,166825600
2018-09-14,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.74137496948242,127997200
2018-09-17,55.537498474121094,55.73749923706055,54.317501068115234,54.470001220703125,52.31045913696289,148780400
2018-09-18,54.4474983215332,55.462501525878906,54.279998779296875,54.560001373291016,52.396888732910156,126286800
2018-09-19,54.625,54.904998779296875,53.82500076293945,54.592498779296875,52.428096771240234,108495200
2018-09-20,55.060001373291016,55.56999969482422,54.787498474121094,55.00749969482422,52.82665252685547,106435200
2018-09-21,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,52.257633209228516,384986800
2018-09-24,54.20500183105469,55.314998626708984,54.157501220703125,55.1974983215332,53.00910568237305,110773600
2018-09-25,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,53.34523010253906,98217600
2018-09-26,55.25,55.9375,54.939998626708984,55.10499954223633,52.9202766418457,95938800
2018-09-27,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,54.007877349853516,120724800
2018-09-28,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,54.19755172729492,91717600
2018-10-01,56.98749923706055,57.35499954223633,56.587501525878906,56.814998626708984,54.5624885559082,94403200
2018-10-02,56.8125,57.5,56.657501220703125,57.31999969482422,55.04745864868164,99152800
2018-10-03,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.717308044433594,114619200
2018-10-04,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.73775100708008,128168000
2018-10-05,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,53.84941864013672,134322000
2018-10-08,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,53.724586486816406,118655600
2018-10-09,55.90999984741211,56.817501068115234,55.5625,56.717498779296875,54.46885299682617,107564000
2018-10-10,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,51.945518493652344,167962400
2018-10-11,53.630001068115234,54.875,53.08000183105469,53.61249923706055,51.48695373535156,212497600
2018-10-12,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,53.32603454589844,161351600
2018-10-15,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,52.18561935424805,123164000
2018-10-16,54.73249816894531,55.747501373291016,54.189998626708984,55.537498474121094,53.33563232421875,116736000
2018-10-17,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,53.10514450073242,91541600
2018-10-18,54.46500015258789,54.935001373291016,53.25,54.005001068115234,51.8638916015625,130325200
2018-10-19,54.51499938964844,55.314998626708984,54.35749816894531,54.82749938964844,52.653778076171875,132314800
2018-10-22,54.9474983215332,55.84000015258789,54.73500061035156,55.162498474121094,52.975502014160156,115168400
2018-10-23,53.95750045776367,55.8125,53.67499923706055,55.682498931884766,53.474884033203125,155071200
2018-10-24,55.650001525878906,56.057498931884766,53.6349983215332,53.772499084472656,51.64060592651367,163702000
2018-10-25,54.4275016784668,55.345001220703125,54.1875,54.95000076293945,52.77142333984375,119423200
2018-10-26,53.974998474121094,55.04750061035156,53.16749954223633,54.07500076293945,51.931121826171875,189033600
2018-10-29,54.79750061035156,54.92250061035156,51.522499084472656,53.060001373291016,50.95635986328125,183742000
2018-10-30,52.787498474121094,53.79499816894531,52.317501068115234,53.32500076293945,51.210853576660156,146640000
2018-10-31,54.220001220703125,55.11249923706055,54.154998779296875,54.71500015258789,52.54573440551758,153435600
2018-11-01,54.76250076293945,55.59000015258789,54.20249938964844,55.55500030517578,53.352439880371094,233292800
2018-11-02,52.38750076293945,53.412498474121094,51.35749816894531,51.869998931884766,49.813533782958984,365314800
2018-11-05,51.07500076293945,51.09749984741211,49.54249954223633,50.397499084472656,48.3994140625,264654800
2018-11-06,50.47999954223633,51.18000030517578,50.42250061035156,50.942501068115234,48.92279815673828,127531600
2018-11-07,51.49250030517578,52.51499938964844,51.032501220703125,52.48749923706055,50.40655517578125,133697600
2018-11-08,52.494998931884766,52.529998779296875,51.6875,52.122501373291016,50.230682373046875,101450400
2018-11-09,51.38750076293945,51.502498626708984,50.5625,51.11750030517578,49.262149810791016,137463200
2018-11-12,49.75,49.962501525878906,48.4474983215332,48.54249954223633,46.78062057495117,204542000
2018-11-13,47.907501220703125,49.29499816894531,47.86249923706055,48.057498931884766,46.3132209777832,187531600
2018-11-14,48.474998474121094,48.619998931884766,46.48249816894531,46.70000076293945,45.00499725341797,243204000
2018-11-15,47.09749984741211,47.99250030517578,46.724998474121094,47.852500915527344,46.115657806396484,185915200
2018-11-16,47.625,48.74250030517578,47.3650016784668,48.38249969482422,46.626426696777344,147713200
2018-11-19,47.5,47.67499923706055,46.247501373291016,46.46500015258789,44.77851486206055,167701200
2018-11-20,44.592498779296875,45.36750030517578,43.877498626708984,44.244998931884766,42.639095306396484,271300800
2018-11-21,44.932498931884766,45.067501068115234,44.13750076293945,44.19499969482422,42.59091567993164,124496800
2018-11-23,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,41.50916290283203,94496000
2018-11-26,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,42.07050704956055,179994000
2018-11-27,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,41.97895812988281,165549600
2018-11-28,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,43.593162536621094,184250000
2018-11-29,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,43.25828552246094,167080000
2018-11-30,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,43.02457809448242,158126000
2018-12-03,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,44.52796173095703,163210000
2018-12-04,45.23749923706055,45.59749984741211,44.067501068115234,44.17250061035156,42.56923294067383,165377200
2018-12-06,42.939998626708984,43.69499969482422,42.60499954223633,43.68000030517578,42.0946044921875,172393600
2018-12-07,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,40.5936393737793,169126400
2018-12-10,41.25,42.522499084472656,40.83250045776367,42.400001525878906,40.86106491088867,248104000
2018-12-11,42.915000915527344,42.9474983215332,41.75,42.157501220703125,40.62736129760742,189126800
2018-12-12,42.599998474121094,42.97999954223633,42.255001068115234,42.275001525878906,40.740604400634766,142510800
2018-12-13,42.622501373291016,43.14250183105469,42.38750076293945,42.73749923706055,41.18632125854492,127594400
2018-12-14,42.25,42.27000045776367,41.31999969482422,41.369998931884766,39.86845016479492,162814800
2018-12-17,41.36249923706055,42.087501525878906,40.682498931884766,40.98500061035156,39.49742126464844,177151600
2018-12-18,41.345001220703125,41.88249969482422,41.09749984741211,41.51750183105469,40.01059341430664,135366000
2018-12-19,41.5,41.86249923706055,39.772499084472656,40.22249984741211,38.76259994506836,196189200
2018-12-20,40.099998474121094,40.52750015258789,38.82500076293945,39.20750045776367,37.7844352722168,259092000
2018-12-21,39.21500015258789,39.540000915527344,37.407501220703125,37.682498931884766,36.314788818359375,382978400
2018-12-24,37.037498474121094,37.88750076293945,36.647499084472656,36.70750045776367,35.37517166137695,148676800
2018-12-26,37.07500076293945,39.307498931884766,36.68000030517578,39.29249954223633,37.86634826660156,234330000
2018-12-27,38.959999084472656,39.192501068115234,37.51750183105469,39.037498474121094,37.620609283447266,212468400
2018-12-28,39.375,39.630001068115234,38.63750076293945,39.057498931884766,37.6398811340332,169165600
